Season,Rank,Player,Team,AgePlayer age,GP,GS,W,L,Min,DD2,TD3
2018-19,37,NICOLO MELLI,FNB,27,36,34,28,8,25:57:00,0,0
2018-19,38,LUCA VILDOZA,KBA,23,34,17,16,18,22:32,0,0
2018-19,39,NATE WOLTERS,ZAL,27,28,19,12,16,22:53,0,0
2018-19,40,ALEXEY SHVED,KHI,30,14,14,3,11,32:00:00,3,0
2018-19,41,ZACH LEDAY,OLY,24,30,2,15,15,17:06,1,0
2018-19,41,RUDY FERNANDEZ,RMB,33,31,7,23,8,20:27,0,0
2018-19,43,SCOTTIE WILBEKIN,MTA,25,29,29,14,15,24:47:00,0,0
2018-19,43,DESHAUN THOMAS,PAO,27,32,21,15,17,22:26,0,0
2018-19,45,SERGIO RODRIGUEZ,CSK,32,35,10,28,7,21:51,1,0
2018-19,46,MARIUS GRIGONIS,ZAL,24,34,18,16,18,20:46,0,0
2018-19,47,CHRIS SINGLETON,FCB,29,35,34,20,15,24:58:00,0,0
2018-19,47,ANGELO CALOIARO,MTA,29,30,27,14,16,24:47:00,1,0
2018-19,49,SHAVON SHIELDS,KBA,24,33,30,16,17,24:27:00,1,0
2018-19,49,MICHAEL ERIC,DTI,30,29,20,5,24,20:18,3,0
2018-19,51,ALI MUHAMMED,FNB,35,34,22,27,7,17:47,1,0
2018-19,51,KYLE HINES,CSK,32,36,5,29,7,19:33,0,0
2018-19,53,ALEX TYUS,MTA,30,30,5,14,16,18:18,0,0
2018-19,54,JAMES GIST,PAO,32,33,14,16,17,20:50,1,0
2018-19,54,NIHAD DEDOVIC,BAY,28,30,28,14,16,23:00,0,0
2018-19,56,JOHNNY O'BRYANT,MTA,25,30,28,14,16,23:23,2,0
2018-19,56,DANILO BARTHEL,BAY,27,30,28,14,16,23:43,0,0
2018-19,58,EDGARAS ULANOVAS,ZAL,26,34,24,16,18,24:58:00,0,0
2018-19,59,IOANNIS PAPAPETROU,PAO,24,28,22,15,13,25:30:00,0,0
2018-19,59,MARCELINHO HUERTAS,KBA,35,34,15,16,18,19:31,0,0
2018-19,61,LUIGI DATOME,FNB,31,34,15,28,6,21:06,0,0
2018-19,62,ADAM HANGA,FCB,29,27,13,17,10,20:52,0,0
2018-19,63,ONDREJ BALVIN,HGC,26,29,14,8,21,18:37,0,0
2018-19,64,RODRIGUE BEAUBOIS,EFS,30,35,19,23,12,20:31,0,0
2018-19,65,MINDAUGAS KUZMINSKAS,AXM,29,30,1,14,16,17:03,0,0
2018-19,65,NIKITA KURBANOV,CSK,32,34,28,27,7,17:46,0,0
2018-19,65,PETTERI KOPONEN,BAY,30,30,3,14,16,18:18,0,0
2018-19,68,NIGEL WILLIAMS-GOSS,OLY,24,30,24,15,15,26:15:00,0,0
2018-19,68,EARL CLARK,BUD,30,29,29,6,23,27:31:00,0,0
2018-19,70,EDWIN JACKSON,BUD,29,30,22,6,24,26:23:00,0,0
2018-19,71,VICTOR CLAVER,FCB,30,35,25,20,15,21:14,0,0
2018-19,72,TORNIKE SHENGELIA,KBA,27,20,15,8,12,24:29:00,0,0
2018-19,72,TONEY DOUGLAS,DTI,32,20,20,4,16,27:33:00,0,0
2018-19,74,MARCUS ERIKSSON,HGC,25,29,6,7,22,18:38,0,0
2018-19,75,KYLE KURIC,FCB,29,34,14,19,15,19:43,0,0
2018-19,76,MICHAEL ROLL,MTA,31,29,7,14,15,21:31,0,0
2018-19,76,SERGIO LLULL,RMB,31,27,22,22,5,21:22,2,0
2018-19,78,KEITH LANGFORD,PAO,35,25,9,13,12,19:51,0,0
2018-19,78,JEFF BROOKS,AXM,29,29,29,13,16,25:07:00,0,0
2018-19,80,KOSTAS PAPANIKOLAOU,OLY,28,30,23,15,15,23:26,0,0
2018-19,81,STEFAN JOVIC,BAY,28,23,17,12,11,21:28,0,0
2018-19,81,MATT JANNING,KBA,30,28,17,14,14,24:57:00,0,0
2018-19,81,DARRUN HILLIARD,KBA,25,34,11,16,18,20:30,0,0
2018-19,84,NORRIS COLE,BUD,30,15,12,3,12,26:38:00,1,0
2018-19,85,VASSILIS SPANOULIS,OLY,36,25,14,13,12,22:04,1,0
2018-19,85,COTY CLARKE,BUD,26,29,6,6,23,21:55,1,0
2018-19,87,JOFFREY LAUVERGNE,FNB,27,22,4,19,3,17:58,0,0
2018-19,88,DANIEL HACKETT,CSK,31,35,26,28,7,17:20,0,0
2018-19,89,ZANIS PEINERS,DTI,28,28,14,5,23,17:31,0,0
2018-19,90,ALEN OMIC,AXM,26,29,17,9,20,16:55,1,0
2018-19,91,DEANDRE KANE,MTA,29,25,24,11,14,25:45:00,0,0
2018-19,92,KEVIN PANGOS,FCB,25,35,16,20,15,20:20,0,0
2018-19,93,STEFAN MARKOVIC,KHI,30,27,0,9,18,23:46,0,0
2018-19,94,GOGA BITADZE,BUD,19,13,4,3,10,24:12:00,1,0
2018-19,95,KALEB TARCZEWSKI,AXM,25,24,24,11,13,18:09,0,0
2018-19,96,KEVIN SERAPHIN,FCB,29,27,2,15,12,14:04,0,0
2018-19,96,CHARLES JENKINS,KHI,29,29,25,9,20,24:26:00,0,0
2018-19,98,PIERRE ORIOLA,FCB,26,35,1,20,15,17:13,0,0
2018-19,99,TREY THOMPKINS,RMB,28,24,1,17,7,17:21,0,0
2018-19,100,THOMAS WALKUP,ZAL,26,34,18,16,18,16:49,0,0
2018-19,100,FABIEN CAUSEUR,RMB,31,35,24,26,9,14:05,0,0
2018-19,100,JAYCEE CARROLL,RMB,35,31,3,23,8,16:10,0,0
2018-19,103,DJ STRAWBERRY,HGC,33,29,25,8,21,21:45,0,0
2018-19,103,NEMANJA GORDIC,BUD,30,30,18,6,24,23:20,0,0
2018-19,105,ARTURAS MILAKNIS,ZAL,32,34,10,16,18,23:06,0,0
2018-19,106,DEE BOST,KHI,29,23,23,9,14,23:33,0,0
2018-19,107,EULIS BAEZ,HGC,36,22,8,6,16,20:45,1,0
2018-19,108,BROCK MOTUM,EFS,28,31,1,20,11,11:35,0,0
2018-19,109,JAMES ANDERSON,EFS,29,37,20,24,13,14:49,0,0
2018-19,110,ANZEJS PASECNIKS,HGC,23,22,13,6,16,16:52,0,0
2018-19,111,JEFFERY TAYLOR,RMB,29,34,22,25,9,18:14,0,0
2018-19,111,GABRIEL DECK,RMB,23,31,11,24,7,14:42,0,0
2018-19,113,XAVIER RABASEDA,HGC,29,28,19,7,21,19:58,0,0
2018-19,114,JANIS STRELNIEKS,OLY,29,20,5,12,8,20:46,0,0
2018-19,114,MAODO LO,BAY,26,29,13,13,16,18:16,0,0
2018-19,116,STANTON KIDD,DTI,26,30,18,5,25,21:46,0,0
2018-19,117,TONY CROCKER,KHI,31,30,14,9,21,22:56,0,0
2018-19,118,CLEVIN HANNAH,HGC,31,18,13,4,14,20:25,0,0
2018-19,119,LEO WESTERMANN,ZAL,26,27,11,15,12,17:16,0,0
2018-19,119,ORIOL PAULI,HGC,24,29,3,7,22,14:03,0,0
2018-19,121,MATT LOJESKI,PAO,33,25,6,9,16,15:52,0,0
2018-19,122,KIM TILLIE,HGC,30,29,16,8,21,17:02,0,0
2018-19,122,ANTHONY GILL,KHI,26,13,11,5,8,26:39:00,0,0
2018-19,122,DEVIN BOOKER,BAY,27,16,12,7,9,20:31,1,0
2018-19,125,NEMANJA NEDOVIC,AXM,27,15,7,7,8,23:28,0,0
2018-19,126,ALEC PETERS,CSK,23,36,18,29,7,16:16,0,0
2018-19,127,ILIMANE DIOP,KBA,23,33,5,16,17,11:29,1,0
2018-19,128,RAY MCCALLUM,DTI,27,16,9,2,14,22:02,0,0
2018-19,129,JAMES NUNNALLY,AXM,28,10,7,5,5,26:51:00,0,0
2018-19,130,JAKA BLAZIC,FCB,28,25,7,12,13,13:40,0,0
2018-19,131,ERICK GREEN,FNB,26,28,19,22,6,12:36,0,0
2018-19,132,KARTAL OZMIZRAK,DTI,23,23,1,4,19,15:50,0,0
2018-19,133,PAU RIBAS,FCB,31,26,11,15,11,17:24,0,0
2018-19,133,LEON RADOSEVIC,BAY,28,29,14,13,16,15:23,0,0
2018-19,135,GEORGIOS PAPAGIANNIS,PAO,21,26,12,14,12,12:12,1,0
2018-19,135,MELIH MAHMUTOGLU,FNB,28,31,5,23,8,12:03,0,0
2018-19,137,OGUZ SAVAS,DTI,31,27,9,4,23,13:28,0,0
2018-19,138,SASHA VEZENKOV,OLY,23,28,3,14,14,10:24,0,0
2018-19,139,DANILO NIKOLIC,BUD,25,26,1,6,20,14:14,0,0
2018-19,139,FILIP BAROVIC,BUD,28,28,9,6,22,12:06,0,0
2018-19,141,LUKAS LEKAVICIUS,PAO,24,33,0,16,17,10:50,0,0
2018-19,142,PAULIUS JANKUNAS,ZAL,34,17,9,5,12,16:03,0,0
2018-19,143,ANDREY ZUBKOV,KHI,27,25,18,7,18,15:43,0,0
2018-19,143,CURTIS JERRELLS,AXM,31,30,0,14,16,15:04,0,0
2018-19,145,ALBERT OLIVER,HGC,40,28,7,8,20,14:36,0,0
2018-19,146,JOHN DIBARTOLOMEO,MTA,27,29,2,13,16,10:17,0,0
2018-19,147,NEMANJA DANGUBIC,BAY,25,30,1,14,16,14:49,0,0
2018-19,148,FELIPE REYES,RMB,38,23,1,17,6,08:52,0,0
2018-19,149,AHMET DUVERIOGLU,FNB,25,31,22,23,8,11:10,0,0
2018-19,150,DAIRIS BERTANS,AXM,29,22,11,11,11,16:37,0,0
2018-19,150,THANASIS ANTETOKOUNMPO,PAO,26,29,9,14,15,12:03,0,0
2019-20,1,SHANE LARKIN,EFS,27,25,15,22,3,29:56:00,0,0
2019-20,2,NIKOLA MIROTIC,FCB,28,28,28,22,6,27:50:00,5,0
2019-20,3,MIKE JAMES,CSK,29,28,25,19,9,28:38:00,1,0
2019-20,4,TORNIKE SHENGELIA,KBA,28,28,28,12,16,30:24:00,1,0
2019-20,5,ALEXEY SHVED,KHI,31,26,26,13,13,31:10:00,3,0
2019-20,6,NICK CALATHES,PAO,30,28,28,14,14,32:11:00,13,0
2019-20,7,GREG MONROE,BAY,29,28,24,8,20,24:09:00,4,0
2019-20,8,BOJAN DUBLJEVIC,VBC,28,26,21,10,16,23:29,4,0
2019-20,9,LUKE SIKMA,BER,30,28,27,9,19,25:46:00,5,0
2019-20,10,NIKOLA MILUTINOV,OLY,25,24,24,11,13,24:39:00,8,0
2019-20,11,FACUNDO CAMPAZZO,RMB,28,28,27,22,6,23:53,3,0
2019-20,12,SCOTTIE WILBEKIN,MTA,26,26,25,18,8,26:02:00,0,0
2019-20,13,WALTER TAVARES,RMB,27,28,28,22,6,22:55,4,0
2019-20,14,NANDO DE COLO,FNB,32,24,17,11,13,28:41:00,0,0
2019-20,15,DEVIN BOOKER,KHI,28,28,28,13,15,22:20,2,0
2019-20,16,KOSTAS SLOUKAS,FNB,29,25,19,11,14,29:03:00,3,0
2019-20,17,VASILIJE MICIC,EFS,25,24,22,20,4,30:34:00,2,0
2019-20,18,SERGIO RODRIGUEZ,AXM,33,28,20,12,16,25:38:00,2,0
2019-20,18,OTHELLO HUNTER,MTA,33,27,16,19,8,23:18,2,0
2019-20,20,DESHAUN THOMAS,PAO,28,28,22,14,14,29:55:00,1,0
2019-20,21,VLADIMIR LUCIC,BAY,30,26,25,7,19,27:45:00,0,0
2019-20,22,GUSTAVO AYON,ZEN,34,26,14,7,19,21:24,3,0
2019-20,23,ZACH LEDAY,ZAL,25,28,6,12,16,22:21,1,0
2019-20,24,ROKAS GIEDRAITIS,BER,27,25,21,8,17,26:58:00,0,0
2019-20,25,JONAS JEREBKO,KHI,32,28,14,13,15,23:41,2,0
2019-20,26,THOMAS WALKUP,ZAL,27,28,21,12,16,25:45:00,1,0
2019-20,27,WILL THOMAS,ZEN,33,27,21,7,20,27:55:00,0,0
2019-20,28,LORENZO BROWN,CZV,29,27,27,11,16,25:15:00,0,0
2019-20,29,DERRICK WILLIAMS,FNB,28,28,20,13,15,26:05:00,1,0
2019-20,30,GEORGIOS PRINTEZIS,OLY,34,25,21,10,15,25:02:00,0,0
2019-20,31,TONYE JEKIRI,ASV,25,27,23,9,18,23:53,6,0
2019-20,32,JIMMER FREDETTE,PAO,30,27,24,14,13,21:17,0,0
2019-20,33,KYLE HINES,CSK,33,28,27,19,9,23:22,0,0
2019-20,34,TIBOR PLEISS,EFS,30,28,22,24,4,18:44,2,0
2019-20,34,LANDRY NNOKO,BER,25,28,24,9,19,22:09,2,0
2019-20,36,VLADIMIR MICOV,AXM,34,26,25,12,14,27:35:00,0,0
2019-20,37,KALEB TARCZEWSKI,AXM,26,28,23,12,16,21:15,2,0
2019-20,38,IOANNIS PAPAPETROU,PAO,25,27,24,13,14,27:54:00,0,0
2019-20,39,CHRIS SINGLETON,EFS,30,28,22,24,4,25:39:00,1,0
2019-20,39,KRUNOSLAV SIMON,EFS,34,27,13,23,4,23:19,0,0
2019-20,41,BRANDON DAVIES,FCB,28,28,14,22,6,20:06,0,0
2019-20,42,ANTHONY RANDOLPH,RMB,30,19,19,16,3,23:57,1,0
2019-20,43,MALCOLM DELANEY,FCB,30,26,6,20,6,22:28,0,0
2019-20,43,BILLY BARON,CZV,29,26,25,11,15,24:36:00,0,0
2019-20,45,JORDAN MICKEY,RMB,25,26,2,20,6,16:35,1,0
2019-20,46,LUKAS LEKAVICIUS,ZAL,25,27,3,11,16,19:55,0,0
2019-20,47,EDGARAS ULANOVAS,ZAL,27,28,28,12,16,25:49:00,0,0
2019-20,48,CORY HIGGINS,FCB,30,23,20,18,5,26:35:00,0,0
2019-20,49,JOHANNES VOIGTMANN,CSK,27,28,24,19,9,22:20,3,0
2019-20,50,JOCK LANDALE,ZAL,24,25,19,10,15,20:32,1,0
2019-20,51,PIERRIA HENRY,KBA,26,25,18,11,14,24:39:00,0,0
2019-20,52,ANTHONY GILL,KHI,27,25,11,11,14,18:55,1,0
2019-20,53,DAVID LIGHTY,ASV,31,27,6,10,17,22:53,0,0
2019-20,54,KOSTAS PAPANIKOLAOU,OLY,29,26,21,12,14,23:54,0,0
2019-20,54,TIM ABROMAITIS,ZEN,30,27,8,8,19,18:11,0,0
2019-20,56,DANILO BARTHEL,BAY,28,27,24,8,19,24:21:00,0,0
2019-20,57,TYRESE RICE,PAO,32,28,0,14,14,17:26,0,0
2019-20,57,KYLE KURIC,FCB,30,27,3,21,6,19:22,0,0
2019-20,57,LIVIO JEAN-CHARLES,ASV,26,27,19,10,17,21:08,0,0
2019-20,60,LUIS SCOLA,AXM,39,28,24,12,16,19:12,1,0
2019-20,61,GEORGIOS PAPAGIANNIS,PAO,22,27,22,14,13,17:32,0,0
2019-20,61,MARCUS ERIKSSON,BER,26,22,15,8,14,24:41:00,0,0
2019-20,61,QUINO COLOM,VBC,31,26,8,11,15,18:28,1,0
2019-20,64,LOUIS LABEYRIE,VBC,27,27,16,12,15,20:15,0,0
2019-20,65,RUDY FERNANDEZ,RMB,34,25,3,21,4,19:57,0,0
2019-20,66,JEREMY EVANS,KHI,32,21,1,9,12,20:18,1,0
2019-20,67,STEFAN JOVIC,KHI,29,23,17,10,13,23:13,1,0
2019-20,67,MARTIN HERMANNSSON,BER,25,27,20,9,18,25:46:00,1,0
2019-20,69,PAUL ZIPSER,BAY,25,28,8,8,20,22:06,0,0
2019-20,70,TREY THOMPKINS,RMB,29,20,5,17,3,19:55,0,0
2019-20,70,VLADIMIR STIMAC,FNB,32,21,4,9,12,18:00,1,0
2019-20,72,SHAVON SHIELDS,KBA,25,26,21,10,16,25:21:00,0,0
2019-20,72,BRANDON PAUL,OLY,28,27,7,11,16,19:40,0,0
2019-20,72,ADAM HANGA,FCB,30,28,25,22,6,20:15,1,0
2019-20,75,MATEUSZ PONITKA,ZEN,26,18,15,7,11,24:20:00,0,0
2019-20,76,JAN VESELY,FNB,29,18,10,8,10,25:22:00,0,0
2019-20,77,COLTON IVERSON,ZEN,30,26,12,8,18,16:18,0,0
2019-20,78,AUSTIN HOLLINS,ZEN,28,27,15,8,19,22:48,0,0
2019-20,79,VASSILIS SPANOULIS,OLY,37,22,20,9,13,24:38:00,1,0
2019-20,79,NIELS GIFFEY,BER,28,28,8,9,19,18:51,0,0
2019-20,79,GABRIEL DECK,RMB,24,24,17,18,6,20:04,1,0
2019-20,82,ANDREW ALBICY,ZEN,29,27,12,8,19,21:29,0,0
2019-20,83,ANTE TOMIC,FCB,32,28,14,22,6,16:30,0,0
2019-20,84,TYLER DORSEY,MTA,23,28,1,19,9,18:52,0,0
2019-20,85,LUIGI DATOME,FNB,32,28,15,13,15,22:25,0,0
2019-20,85,ELIJAH BRYANT,MTA,24,27,15,18,9,19:45,0,0
2019-20,85,RODRIGUE BEAUBOIS,EFS,31,26,15,23,3,21:13,0,0
2019-20,88,ALBERTO ABALDE,VBC,24,23,4,11,12,21:42,0,0
2019-20,89,FERNANDO SAN EMETERIO,VBC,35,24,15,10,14,17:45,0,0
2019-20,89,JOEL BOLOMBOY,CSK,25,27,1,19,8,16:52,0,0
2019-20,91,YOUSSOUPHA FALL,KBA,24,28,6,12,16,13:33,1,0
2019-20,92,KONSTANTINOS MITOGLOU,PAO,23,28,5,14,14,13:54,2,0
2019-20,93,ARTURAS GUDAITIS,AXM,26,19,1,9,10,16:53,0,0
2019-20,94,MICHAEL ROLL,AXM,32,28,19,12,16,21:54,0,0
2019-20,94,DANIEL HACKETT,CSK,32,23,9,15,8,20:03,0,0
2019-20,96,JANIS TIMMA,KHI,27,21,20,10,11,29:53:00,0,0
2019-20,96,KEVIN PUNTER,OLY,26,23,3,9,14,20:18,0,0
2019-20,98,DARRUN HILLIARD,CSK,26,27,12,19,8,20:16,0,0
2019-20,99,AUGUSTINE RUBIT,OLY,30,26,4,11,15,15:17,0,0
2019-20,100,NIKITA KURBANOV,CSK,33,28,28,19,9,20:18,0,0
2019-20,101,NIGEL HAYES-DAVIS,ZAL,25,28,10,12,16,22:18,0,0
2019-20,102,MIKE TOBEY,VBC,25,21,2,9,12,15:15,1,0
2019-20,102,JORDAN TAYLOR,ASV,30,26,17,10,16,20:16,0,0
2019-20,102,MAURICE NDOUR,VBC,27,26,12,10,16,15:01,0,0
2019-20,102,FABIEN CAUSEUR,RMB,32,25,12,19,6,16:19,0,0
2019-20,106,SASHA VEZENKOV,OLY,24,26,3,12,14,13:38,0,0
2019-20,107,JANIS STRELNIEKS,CSK,30,21,6,13,8,16:05,0,0
2019-20,108,DEJAN DAVIDOVAC,CZV,24,24,4,11,13,18:46,0,0
2019-20,109,MAODO LO,BAY,27,28,25,8,20,24:18:00,0,0
2019-20,110,PEYTON SIVA,BER,29,17,9,4,13,21:11,0,0
2019-20,110,JAMES GIST,CZV,33,25,7,9,16,20:15,0,0
2019-20,112,ARTURAS MILAKNIS,ZAL,33,28,10,12,16,22:04,0,0
2019-20,112,NIKOLA KALINIC,FNB,28,26,12,12,14,22:54,0,0
2019-20,114,JORDAN LOYD,VBC,26,18,9,10,8,21:53,0,0
2019-20,115,ALEX RENFROE,ZEN,33,22,10,6,16,18:38,0,0
2019-20,116,ADREIAN PAYNE,ASV,28,13,5,4,9,18:13,0,0
2019-20,117,NIK STAUSKAS,KBA,26,22,12,8,14,20:31,0,0
2019-20,118,JACOB WILEY,PAO,25,24,5,13,11,11:47,0,0
2019-20,119,THEO MALEDON,ASV,18,22,12,7,15,17:41,0,0
2019-20,119,CHARLES KAHUDI,ASV,33,23,18,9,14,21:24,0,0
2019-20,121,JAMES ANDERSON,EFS,30,28,16,24,4,14:17,0,0
2019-20,122,JEFF BROOKS,AXM,30,19,8,8,11,20:31,0,0
2019-20,123,AARON DOORNEKAMP,VBC,34,28,13,12,16,16:11,0,0
2019-20,124,BRYANT DUNSTON,EFS,33,9,5,6,3,25:43:00,0,0
2019-20,124,QUINCY ACY,MTA,29,27,19,18,9,19:28,0,0
2019-20,126,ALEC PETERS,EFS,24,27,6,24,3,13:42,0,0
2019-20,126,VICTOR CLAVER,FCB,31,17,15,13,4,21:11,0,0
2019-20,128,YOVEL ZOOSMAN,MTA,21,23,16,16,7,17:40,0,0
2019-20,128,PAULIUS JANKUNAS,ZAL,35,27,12,12,15,13:41,0,0
2019-20,130,SERTAC SANLI,EFS,28,21,1,20,1,11:39,0,0
2019-20,131,NICOLAS LAPROVITTOLA,RMB,29,23,0,18,5,13:31,0,0
2019-20,131,ANGELO CALOIARO,MTA,30,18,10,13,5,20:57,0,0
2019-20,133,SAM VAN ROSSOM,VBC,33,14,7,7,7,20:43,0,0
2019-20,133,JOFFREY LAUVERGNE,FNB,28,19,9,8,11,13:52,0,0
2019-20,135,PIERRE ORIOLA,FCB,27,28,0,22,6,14:36,0,0
2019-20,135,MICHAEL ERIC,KBA,31,28,22,12,16,14:58,0,0
2019-20,135,AMEDEO DELLA VALLE,AXM,26,21,0,10,11,11:59,0,0
2019-20,135,JAKE COHEN,MTA,29,24,3,16,8,13:21,0,0
2019-20,139,TYLER CAVANAUGH,BER,25,19,1,5,14,14:39,0,0
2019-20,139,ALEX ABRINES,FCB,26,25,3,21,4,14:49,0,0
2019-20,141,KC RIVERS,ZAL,32,18,8,9,9,21:22,0,0
2019-20,142,PETTERI KOPONEN,BAY,31,24,10,7,17,17:07,0,0
2019-20,142,TARIK BLACK,MTA,28,11,11,7,4,19:40,1,0
2019-20,144,OGNJEN DOBRIC,CZV,25,22,3,8,14,14:36,0,0
2019-20,144,ANTOINE DIOT,ASV,30,23,8,7,16,17:12,0,0
2019-20,144,ISMAEL BAKO,ASV,24,24,2,9,15,11:00,0,0
2019-20,147,JOHANNES THIEMANN,BER,25,16,3,5,11,14:13,0,0
2019-20,147,ACHILLE POLONARA,KBA,28,27,0,11,16,12:31,0,0
2019-20,149,LUCA VILDOZA,KBA,24,16,7,6,10,23:08,0,0
2019-20,149,MICHAEL OJO,CZV,26,22,3,8,14,11:26,0,0
2020-21,1,VASILIJE MICIC,EFS,26,40,36,26,14,29:59:00,1,0
2020-21,2,WALTER TAVARES,RMB,28,36,31,20,16,26:01:00,8,0
2020-21,3,NIKOLA MIROTIC,FCB,29,33,32,22,11,25:51:00,4,0
2020-21,4,JALEN REYNOLDS,BAY,28,39,5,23,16,21:06,4,0
2020-21,5,NANDO DE COLO,FNB,33,32,31,19,13,27:30:00,0,0
2020-21,6,SHANE LARKIN,EFS,28,35,17,24,11,28:38:00,0,0
2020-21,7,KEVIN PANGOS,ZEN,27,39,39,22,17,28:57:00,4,0
2020-21,8,JAN VESELY,FNB,30,31,31,20,11,28:08:00,3,0
2020-21,9,VLADIMIR LUCIC,BAY,31,31,31,18,13,31:08:00,0,0
2020-21,10,ACHILLE POLONARA,TDS,29,33,29,17,16,29:47:00,5,0
2020-21,11,PIERRIA HENRY,TDS,27,34,17,18,16,26:47:00,4,0
2020-21,12,SHAVON SHIELDS,AXM,26,36,17,20,16,26:46:00,1,0
2020-21,13,CORY HIGGINS,FCB,31,39,39,27,12,26:35:00,0,0
2020-21,14,MIKE JAMES,CSK,30,27,16,18,9,31:10:00,3,0
2020-21,15,WADE BALDWIN IV,BAY,24,39,38,23,16,27:17:00,1,0
2020-21,16,WILL THOMAS,ZEN,34,39,39,22,17,26:23:00,0,0
2020-21,17,BRANDON DAVIES,FCB,29,35,10,25,10,21:23,1,0
2020-21,18,MATEUSZ PONITKA,ZEN,27,34,26,20,14,25:58:00,1,0
2020-21,19,JORDAN LOYD,CZV,27,29,27,8,21,27:20:00,0,0
2020-21,20,MARIUS GRIGONIS,ZAL,26,34,34,17,17,27:38:00,0,0
2020-21,21,SCOTTIE WILBEKIN,MTA,27,34,34,14,20,27:03:00,1,0
2020-21,22,JORDAN MICKEY,KHI,26,28,12,4,24,28:52:00,2,0
2020-21,23,SASHA VEZENKOV,OLY,25,31,13,16,15,23:35,3,0
2020-21,24,KOSTAS SLOUKAS,OLY,30,34,33,16,18,27:43:00,3,0
2020-21,25,ALEXEY SHVED,KHI,32,23,22,4,19,32:32:00,8,0
2020-21,26,TORNIKE SHENGELIA,CSK,29,37,35,26,11,24:54:00,1,0
2020-21,27,WILL CLYBURN,CSK,30,31,2,24,7,26:15:00,0,0
2020-21,28,ZACH LEDAY,AXM,26,36,34,22,14,24:41:00,0,0
2020-21,28,ROKAS GIEDRAITIS,TDS,28,34,33,18,16,28:50:00,0,0
2020-21,30,MOUSTAPHA FALL,ASV,28,31,28,13,18,21:59,1,0
2020-21,31,LUKE SIKMA,BER,31,31,30,11,20,24:56:00,3,0
2020-21,31,GEORGIOS PAPAGIANNIS,PAO,23,32,22,10,22,21:52,2,0
2020-21,33,DYSHAWN PIERRE,FNB,27,36,6,20,16,24:10:00,0,0
2020-21,34,KRUNOSLAV SIMON,EFS,35,35,29,23,12,26:36:00,0,0
2020-21,35,NICK CALATHES,FCB,31,41,37,28,13,25:08:00,0,0
2020-21,36,JOHANNES VOIGTMANN,CSK,28,37,3,25,12,19:36,2,0
2020-21,37,TREY THOMPKINS,RMB,30,38,10,22,16,21:17,0,0
2020-21,37,KEVIN PUNTER,AXM,27,36,33,22,14,24:42:00,0,0
2020-21,39,NIKOLA KALINIC,VBC,29,34,25,19,15,26:39:00,1,0
2020-21,40,ALEC PETERS,TDS,25,33,6,17,16,23:29,0,0
2020-21,41,KYLE HINES,AXM,34,40,17,24,16,24:19:00,1,0
2020-21,42,SERGIO RODRIGUEZ,AXM,34,37,3,24,13,19:56,0,0
2020-21,43,ARTURAS GUDAITIS,ZEN,27,31,24,18,13,20:05,1,0
2020-21,44,BOJAN DUBLJEVIC,VBC,29,29,24,17,12,22:26,1,0
2020-21,45,BRYANT DUNSTON,EFS,34,36,13,23,13,21:01,0,0
2020-21,46,ANTE ZIZIC,MTA,23,34,30,14,20,19:52,3,0
2020-21,46,MIKE TOBEY,VBC,26,33,9,19,14,18:40,1,0
2020-21,48,KONSTANTINOS MITOGLOU,PAO,24,34,23,11,23,20:18,2,0
2020-21,49,JOFFREY LAUVERGNE,ZAL,29,32,31,15,17,20:54,1,0
2020-21,50,NEMANJA NEDOVIC,PAO,29,25,13,9,16,26:05:00,0,0
2020-21,51,PAUL ZIPSER,BAY,26,39,6,23,16,21:59,0,0
2020-21,52,MALCOLM DELANEY,AXM,31,32,31,21,11,24:55:00,0,0
2020-21,53,KLEMEN PREPELIC,VBC,28,32,11,18,14,20:33,0,0
2020-21,54,THOMAS WALKUP,ZAL,28,34,34,17,17,24:09:00,0,0
2020-21,55,NIKOLA MILUTINOV,CSK,26,20,19,14,6,23:32,8,0
2020-21,56,RODRIGUE BEAUBOIS,EFS,32,38,21,25,13,21:24,0,0
2020-21,57,DAVID LIGHTY,ASV,32,33,25,13,20,25:18:00,0,0
2020-21,58,ADRIEN MOERMAN,EFS,32,41,22,27,14,20:30,0,0
2020-21,59,CHRIS SINGLETON,EFS,31,41,19,27,14,22:01,0,0
2020-21,59,BEN LAMMERS,BER,25,28,22,9,19,20:42,1,0
2020-21,61,GABRIEL DECK,RMB,25,32,22,18,14,24:06:00,1,0
2020-21,62,GUERSCHON YABUSELE,ASV,25,30,26,11,19,25:07:00,1,0
2020-21,62,DERRICK WILLIAMS,VBC,29,34,19,19,15,20:12,0,0
2020-21,62,TYLER DORSEY,MTA,24,34,4,14,20,21:52,0,0
2020-21,65,LUCA VILDOZA,TDS,25,32,18,17,15,25:10:00,0,0
2020-21,66,NIGEL HAYES-DAVIS,ZAL,26,33,30,16,17,26:42:00,0,0
2020-21,66,ALBERTO ABALDE,RMB,25,39,23,22,17,19:29,0,0
2020-21,68,SHAQUIELLE MCKISSIC,OLY,30,33,12,15,18,23:24,0,0
2020-21,69,KYLE KURIC,FCB,31,39,1,27,12,18:49,0,0
2020-21,70,JAYSON GRANGER,BER,31,28,21,9,19,23:17,1,0
2020-21,71,LORENZO BROWN,FNB,30,37,12,20,17,22:59,0,0
